id,item.id,buyout,unit_price,quantity,time_left,bid,rand,context,pet_species_id
981255089,82260,750000,,1,SHORT,,,,
981255558,90765,2546000,,1,SHORT,,,,
981255675,81983,23287800,,1,SHORT,,,,
981255795,82070,9992000,,1,SHORT,,,,
981256153,82068,5254400,,1,SHORT,,,,
981256256,82800,4500000,,1,SHORT,,,,
981256356,82147,149899600,,1,SHORT,,,,
981256446,82031,1579000,,1,SHORT,,,,
981256539,82800,100200,,1,SHORT,,,,
981256704,82800,1000000,,1,SHORT,,,,
981256713,82800,1000000,,1,SHORT,,,,
981256858,82800,99900,,1,SHORT,,,,
981256871,82800,99900,,1,SHORT,,,,
981257009,82187,5129400,,1,SHORT,,,,
981257222,82255,172800,,1,SHORT,,,,
981257347,175556,225388700,,1,SHORT,,,,
981257449,160935,4896200,,1,SHORT,,,,
981257484,165925,10000000,,1,SHORT,,,,
981257601,90767,504500,,1,SHORT,,,,
981257924,160127,1592100,,1,SHORT,,,,
981258001,160926,3655500,,1,SHORT,,,,
981258121,82196,3018200,,1,SHORT,,,,
981258284,82285,187400,,1,SHORT,,,,
981258297,82285,187400,,1,SHORT,,,,
981258574,82288,375100,,1,SHORT,,,,
981258590,82288,375100,,1,SHORT,,,,
981258725,90766,7004500,,1,SHORT,,,,
981258973,82289,422600,,1,SHORT,,,,
981259055,90752,1234200,,1,SHORT,,,,
981259197,90760,168003100,,1,SHORT,,,,
981259298,82282,568600,,1,SHORT,,,,
981259384,13819,99900,,1,SHORT,,,,
981259481,3946,1117600,,1,SHORT,,,,
981259686,81974,5037900,,1,SHORT,,,,
981259760,82219,50009500,,1,SHORT,,,,
981259975,90749,5243000,,1,SHORT,,,,
981260101,82252,956700,,1,SHORT,,,,
981260193,82287,110900,,1,SHORT,,,,
981260298,94088,450001200,,1,SHORT,,,,
981260678,90806,4588300,,1,SHORT,,,,
981260992,82800,9900000,,1,SHORT,,,,
981261145,90742,4514600,,1,SHORT,,,,
981261162,90742,4514600,,1,SHORT,,,,
981261300,87695,362338700,,1,SHORT,,,,
981261692,82800,2000000,,1,SHORT,,,,
981261830,90810,5259000,,1,SHORT,,,,
981261971,82242,345000,,1,SHORT,,,,
981262110,90757,6230800,,1,SHORT,,,,
981262233,82800,900000,,1,SHORT,,,,
981262259,81985,12502800,,1,SHORT,,,,
981262384,24681,1401400,,1,SHORT,,,,
981262517,82269,1003200,,1,SHORT,,,,
981262571,82800,9000000,,1,SHORT,,,,
981262658,90754,2570000,,1,SHORT,,,,
981262775,24871,8999600,,1,SHORT,,,,
981262875,82270,500000,,1,SHORT,,,,
981263136,160929,9524900,,1,SHORT,,,,
981263267,166821,26326100,,1,SHORT,,,,
981263586,90747,4523000,,1,SHORT,,,,
981263711,154771,1850000,,1,SHORT,,,,
981263819,82226,2499900,,1,SHORT,,,,
981263912,82256,412700,,1,SHORT,,,,
981264065,82275,2093800,,1,SHORT,,,,
981264191,82276,3884800,,1,SHORT,,,,
981264290,82277,1009800,,1,SHORT,,,,
981264401,90751,1239500,,1,SHORT,,,,
981264523,82295,174300,,1,SHORT,,,,
981264661,25375,2000000,,1,SHORT,,,,
981264786,82241,311800,,1,SHORT,,,,
981266711,23634,1000008000,,1,SHORT,,,,
981267172,223139,499009900,,1,SHORT,,,,
981268074,82800,5000000,,1,SHORT,,,,
981268215,154817,16518500,,1,SHORT,,,,
981268318,24839,2508400,,1,SHORT,,,,
981268452,25349,3224500,,1,SHORT,,,,
981268564,25382,2962500,,1,SHORT,,,,
981268767,82800,20009800,,1,SHORT,,,,
981268791,82800,20009800,,1,SHORT,,,,
981268916,106566,157454400,,1,SHORT,,,,
981269014,82800,499500,,1,SHORT,,,,
981269033,82800,499500,,1,SHORT,,,,
981269052,25332,29987200,,1,SHORT,,,,
981269355,82800,457900,,1,SHORT,,,,
981269380,82800,457900,,1,SHORT,,,,
981269482,31237,32999900,,1,SHORT,,,,
981269545,82800,199900,,1,SHORT,,,,
981269569,82800,199900,,1,SHORT,,,,
981269664,25381,1780000,,1,SHORT,,,,
981269825,160148,599900,,1,SHORT,,,,
981269877,55340,64246700,,1,SHORT,,,,
981269935,154824,991600,,1,SHORT,,,,
981270010,82800,23030000,,1,SHORT,,,,
981270052,25314,1898300,,1,SHORT,,,,
981270146,144406,6720100,,1,SHORT,,,,
981270190,25386,2555700,,1,SHORT,,,,
981270423,82800,1781400,,1,SHORT,,,,
981270437,82800,1781400,,1,SHORT,,,,
981270464,82800,1781400,,1,SHORT,,,,
981270487,82800,1781400,,1,SHORT,,,,
981270501,82800,1781400,,1,SHORT,,,,
981270723,25340,6403800,,1,SHORT,,,,
981270737,25340,6403800,,1,SHORT,,,,
981270967,3966,1377500,,1,SHORT,,,,
981270981,82800,5550000,,1,SHORT,,,,
981270987,3966,1377500,,1,SHORT,,,,
981271002,82800,5550000,,1,SHORT,,,,
981271013,3966,1377500,,1,SHORT,,,,
981271196,82800,199800,,1,SHORT,,,,
981271198,82800,2350000,,1,SHORT,,,,
981271226,82800,2350000,,1,SHORT,,,,
981271245,82800,2350000,,1,SHORT,,,,
981271347,24816,4921700,,1,SHORT,,,,
981271471,82800,1000000,,1,SHORT,,,,
981271538,82800,11061100,,1,SHORT,,,,
981271597,82040,505400,,1,SHORT,,,,
981271719,82800,1270300,,1,SHORT,,,,
981271843,25352,500000,,1,SHORT,,,,
981271852,25352,500000,,1,SHORT,,,,
981271998,82800,47993500,,1,SHORT,,,,
981272018,24807,7232400,,1,SHORT,,,,
981272120,224614,9200000,,1,SHORT,,,,
981272122,25362,3208200,,1,SHORT,,,,
981272296,82800,3678600,,1,SHORT,,,,
981272314,25378,1600000,,1,SHORT,,,,
981272338,25378,1600000,,1,SHORT,,,,
981272463,90754,2570000,,1,SHORT,,,,
981272509,82800,985300,,1,SHORT,,,,
981272660,82800,18900,,1,SHORT,,,,
981272663,82800,1500000,,1,SHORT,,,,
981272680,82800,18900,,1,SHORT,,,,
981272768,24719,2507300,,1,SHORT,,,,
981272871,82233,6887400,,1,SHORT,,,,
981272951,82800,149800,,1,SHORT,,,,
981272977,82800,1490000,,1,SHORT,,,,
981273118,188025,9997400,,1,SHORT,,,,
981273248,188040,4993300,,1,SHORT,,,,
981273353,4007,502400,,1,SHORT,,,,
981273458,82290,1001600,,1,SHORT,,,,
981273562,82800,1415900,,1,SHORT,,,,
981273588,82800,1415900,,1,SHORT,,,,
981273594,90750,8974600,,1,SHORT,,,,
981273828,25353,3771200,,1,SHORT,,,,
981273848,25353,3771200,,1,SHORT,,,,
981273870,82800,330000,,1,SHORT,,,,
981273993,90766,7004500,,1,SHORT,,,,
981274175,25374,852000,,1,SHORT,,,,
981274346,82800,149800,,1,SHORT,,,,
981274538,24580,900000,,1,SHORT,,,,
981274548,24580,900000,,1,SHORT,,,,
981274674,24605,3002200,,1,SHORT,,,,
981274784,24967,5006000,,1,SHORT,,,,
981274875,82800,27849600,,1,SHORT,,,,
981274987,82800,98800000,,1,SHORT,,,,
981275390,106740,4908300,,1,SHORT,,,,
981275528,24903,3332000,,1,SHORT,,,,
981275622,154772,133000,,1,SHORT,,,,
981275736,6515,2831800,,1,SHORT,,,,
981275856,188049,27339300,,1,SHORT,,,,
981276061,24577,100000000,,1,SHORT,,,,
981276187,2965,2004900,,1,SHORT,,,,
981276288,24728,4234500,,1,SHORT,,,,
981276379,25371,2755600,,1,SHORT,,,,
981276497,159547,2500100,,1,SHORT,,,,
981276628,116477,25000200,,1,SHORT,,,,
981276723,24594,10752200,,1,SHORT,,,,
981276830,25318,6324900,,1,SHORT,,,,
981276972,15229,2504300,,1,SHORT,,,,
981277102,15255,2319800,,1,SHORT,,,,
981277348,24963,5006000,,1,SHORT,,,,
981277524,173248,11379500,,1,SHORT,,,,
981277552,90743,5007800,,1,SHORT,,,,
981277703,24576,500000,,1,SHORT,,,,
981277852,172321,10208000,,1,SHORT,,,,
981277917,25393,1551200,,1,SHORT,,,,
981277934,25393,1551200,,1,SHORT,,,,
981278018,172328,12694000,,1,SHORT,,,,
981278445,83087,520005800,,1,SHORT,,,,
981278726,82800,31200,,1,SHORT,,,,
981278742,82800,31200,,1,SHORT,,,,
981278769,82800,31200,,1,SHORT,,,,
981278888,25372,1350000,,1,SHORT,,,,
981279233,182978,199990000,,1,SHORT,,,,
981279339,25390,3221800,,1,SHORT,,,,
981279438,36013,15956200,,1,SHORT,,,,
981279560,82042,7689800,,1,SHORT,,,,
981279712,24904,1350000,,1,SHORT,,,,
981279901,24853,7788000,,1,SHORT,,,,
981280210,81991,4582600,,1,SHORT,,,,
981280331,24626,3332400,,1,SHORT,,,,
981280455,24878,4438400,,1,SHORT,,,,
981280634,24578,450000,,1,SHORT,,,,
981280747,24729,2000000,,1,SHORT,,,,
981280929,25217,6252800,,1,SHORT,,,,
981281030,6513,3990000,,1,SHORT,,,,
981281229,121372,4199900,,1,SHORT,,,,
981281536,33405,4512200,,1,SHORT,,,,
981281683,154800,7747100,,1,SHORT,,,,
981281804,25346,1200000,,1,SHORT,,,,
981281913,90763,2000000,,1,SHORT,,,,
981282125,144400,2986300,,1,SHORT,,,,
981282132,25361,524800,,1,SHORT,,,,
981282183,44312,50008800,,1,SHORT,,,,
981282271,24715,2123800,,1,SHORT,,,,
981282466,188013,2990000,,1,SHORT,,,,
981282482,188013,2990000,,1,SHORT,,,,
981282709,14512,177700,,1,SHORT,,,,
981282742,14512,177700,,1,SHORT,,,,
981282755,14512,177700,,1,SHORT,,,,
981282890,223087,1409700,,1,SHORT,,,,
981282931,24905,880000,,1,SHORT,,,,
981283058,224424,13909600,,1,SHORT,,,,
981283383,154780,4258800,,1,SHORT,,,,
981283543,24933,9988900,,1,SHORT,,,,
981283657,24783,3104300,,1,SHORT,,,,
981283924,188008,55558000,,1,SHORT,,,,
981284052,68748,58600,,1,SHORT,,,,
981284212,5216,501900,,1,SHORT,,,,
981284479,24823,3175400,,1,SHORT,,,,
981284946,15278,3771200,,1,SHORT,,,,
981285094,8247,999500,,1,SHORT,,,,
981285188,225478,62000000,,1,SHORT,,,,
981285302,15294,5000300,,1,SHORT,,,,
981285532,13085,1844100,,1,SHORT,,,,
981285895,9294,2900,,1,SHORT,,,,
981286053,191597,150000000,,1,SHORT,,,,
981286498,198127,882400,,1,SHORT,,,,
981286611,198127,882400,,1,SHORT,,,,
981286642,198127,882400,,1,SHORT,,,,
981286673,198127,882400,,1,SHORT,,,,
981286864,82800,469500,,1,SHORT,,,,
981287292,147427,107443300,,1,SHORT,,,,
981287425,192495,57700,,1,SHORT,,,,
981287453,192495,57700,,1,SHORT,,,,
981287700,25380,801700,,1,SHORT,,,,
981287726,25380,801700,,1,SHORT,,,,
981287810,202309,55800,,1,SHORT,,,,
981287835,202309,55800,,1,SHORT,,,,
981287853,202309,55800,,1,SHORT,,,,
981287873,202309,55800,,1,SHORT,,,,
981287939,82800,5000000,,1,SHORT,,,,
981288005,25345,989600,,1,SHORT,,,,
981288027,25345,989600,,1,SHORT,,,,
981288047,199554,997600,,1,SHORT,,,,
981288249,82800,18936100,,1,SHORT,,,,
981288264,82800,18936100,,1,SHORT,,,,
981288652,82800,7416400,,1,SHORT,,,,
981288771,121205,90000000,,1,SHORT,,,,
981288884,82800,15009300,,1,SHORT,,,,
981288917,177775,25002300,,1,SHORT,,,,
981289051,25396,1713300,,1,SHORT,,,,
981289095,82800,978400,,1,SHORT,,,,
981289247,81975,33663000,,1,SHORT,,,,
981289374,82800,199900,,1,SHORT,,,,
981289400,25395,1602200,,1,SHORT,,,,
981289481,25402,264900,,1,SHORT,,,,
981289514,176795,23288200,,1,SHORT,,,,
981289550,176765,125684500,,1,SHORT,,,,
981289588,24209,25615100,,1,SHORT,,,,
981289692,82800,1181800,,1,SHORT,,,,
981289698,205145,10000000,,1,SHORT,,,,
981289723,205145,10000000,,1,SHORT,,,,
981289725,82800,1181800,,1,SHORT,,,,
981289752,82800,1181800,,1,SHORT,,,,
981290002,82800,4000000,,1,SHORT,,,,
981290023,82800,4000000,,1,SHORT,,,,
981290172,154792,40600,,1,SHORT,,,,
981290237,82800,9000000,,1,SHORT,,,,
981290325,160146,1118500,,1,SHORT,,,,
981290337,9815,1004900,,1,SHORT,,,,
981290497,94104,36009900,,1,SHORT,,,,
981290502,82800,12000000,,1,SHORT,,,,
981290519,9851,1205000,,1,SHORT,,,,
981290530,82800,12000000,,1,SHORT,,,,
981290547,82800,12000000,,1,SHORT,,,,
981290743,82800,1490000,,1,SHORT,,,,
981291214,25386,2555700,,1,SHORT,,,,
981291481,90741,2544600,,1,SHORT,,,,
981291576,154801,2363000,,1,SHORT,,,,
981291673,24639,3750000,,1,SHORT,,,,
981291890,82800,24950000,,1,SHORT,,,,
981291915,82800,24950000,,1,SHORT,,,,
981292066,24719,2507300,,1,SHORT,,,,
981292241,160931,10165200,,1,SHORT,,,,
981292260,160931,10165200,,1,SHORT,,,,
981292324,82800,13939800,,1,SHORT,,,,
981292353,82800,13939800,,1,SHORT,,,,
981292371,87444,489700,,1,SHORT,,,,
981292477,25386,1005900,,1,SHORT,,,,
981292518,82800,23030000,,1,SHORT,,,,
981292715,82800,1990000,,1,SHORT,,,,
981292735,82800,1990000,,1,SHORT,,,,
981292755,24213,10576400,,1,SHORT,,,,
981292943,82800,399900,,1,SHORT,,,,
981292964,82800,399900,,1,SHORT,,,,
981292988,82800,399900,,1,SHORT,,,,
981293005,82800,399900,,1,SHORT,,,,
981293033,82800,399900,,1,SHORT,,,,
981293069,82800,399900,,1,SHORT,,,,
981293105,82800,399900,,1,SHORT,,,,
981293156,25378,1600000,,1,SHORT,,,,
981293392,25341,3222700,,1,SHORT,,,,
981293520,7433,3209500,,1,SHORT,,,,
981293562,82800,2009700,,1,SHORT,,,,
981293582,82800,2009700,,1,SHORT,,,,
981293645,121130,12255600,,1,SHORT,,,,
981293856,25385,1149900,,1,SHORT,,,,
981293907,82800,152400,,1,SHORT,,,,
981293974,81997,43134100,,1,SHORT,,,,
981294168,25329,11449800,,1,SHORT,,,,
981294342,82800,1415900,,1,SHORT,,,,
981294377,82800,1415900,,1,SHORT,,,,
981294399,82800,1415900,,1,SHORT,,,,
981294670,35981,49691100,,1,SHORT,,,,
981294685,82800,1000000,,1,SHORT,,,,
981294709,82800,1000000,,1,SHORT,,,,
981294790,24577,100000000,,1,SHORT,,,,
981294901,82800,9900000,,1,SHORT,,,,
981295034,81969,99000000,,1,SHORT,,,,
981295152,25322,2571600,,1,SHORT,,,,
981295285,81997,43134100,,1,SHORT,,,,
981295399,36680,1127500,,1,SHORT,,,,
981295412,82800,2506900,,1,SHORT,,,,
981295532,9846,8975800,,1,SHORT,,,,
981295682,154802,1864400,,1,SHORT,,,,
981295856,25372,1350000,,1,SHORT,,,,
981295876,25372,1350000,,1,SHORT,,,,
981295987,82800,3000000,,1,SHORT,,,,
981295998,82800,3000000,,1,SHORT,,,,
981296019,82800,3000000,,1,SHORT,,,,
981296037,82800,3000000,,1,SHORT,,,,
981296060,82800,3000000,,1,SHORT,,,,
981296062,82800,1781400,,1,SHORT,,,,
981296078,82800,1781400,,1,SHORT,,,,
981296198,154788,135800,,1,SHORT,,,,
981296252,82800,100200,,1,SHORT,,,,
981296299,9846,8975800,,1,SHORT,,,,
981296407,24821,2371700,,1,SHORT,,,,
981296422,82800,985300,,1,SHORT,,,,
981296519,7485,2360600,,1,SHORT,,,,
981296671,82800,1259900,,1,SHORT,,,,
981296678,177780,34800000,,1,SHORT,,,,
981296689,82800,1259900,,1,SHORT,,,,
981296722,82800,1259900,,1,SHORT,,,,
981296800,154834,11192900,,1,SHORT,,,,
981296889,25090,48142700,,1,SHORT,,,,
981296983,68749,1508700,,1,SHORT,,,,
981297092,159600,4857300,,1,SHORT,,,,
981297191,154795,2000000,,1,SHORT,,,,
981297226,82800,457900,,1,SHORT,,,,
981297304,81967,19350000,,1,SHORT,,,,
981297417,82800,400000,,1,SHORT,,,,
981297424,154800,500000,,1,SHORT,,,,
981297525,190334,30000000,,1,SHORT,,,,
981297677,82800,11039900,,1,SHORT,,,,
981297704,82800,11039900,,1,SHORT,,,,
981297805,159167,3441100,,1,SHORT,,,,
981297836,164680,45002700,,1,SHORT,,,,
981297863,164680,45002700,,1,SHORT,,,,
981297958,24677,2004400,,1,SHORT,,,,
981298062,106464,631397800,,1,SHORT,,,,
981298163,106297,127694000,,1,SHORT,,,,
981298170,152837,99989100,,1,SHORT,,,,
981298215,152837,99989100,,1,SHORT,,,,
981298232,152837,99989100,,1,SHORT,,,,
981298237,82800,9889800,,1,SHORT,,,,
981298254,152837,99989100,,1,SHORT,,,,
981298292,152837,99989100,,1,SHORT,,,,
981298374,62114,500000,,1,SHORT,,,,
981298515,190933,29401500,,1,SHORT,,,,
981298529,152837,99989100,,1,SHORT,,,,
981298549,152837,99989100,,1,SHORT,,,,
981298570,152837,99989100,,1,SHORT,,,,
981298612,152837,99989100,,1,SHORT,,,,
981298648,152837,99989100,,1,SHORT,,,,
981298824,82800,35160300,,1,SHORT,,,,
981298838,152837,99989100,,1,SHORT,,,,
981298859,152837,99989100,,1,SHORT,,,,
981298883,152837,99989100,,1,SHORT,,,,
981298916,152837,99989100,,1,SHORT,,,,
981298934,152837,99989100,,1,SHORT,,,,
981299000,82800,9900000,,1,SHORT,,,,
981299013,25088,4276700,,1,SHORT,,,,
981299108,24636,2189400,,1,SHORT,,,,
981299185,164680,45002700,,1,SHORT,,,,
981299211,164680,45002700,,1,SHORT,,,,
981299231,164680,45002700,,1,SHORT,,,,
981299262,82246,219400,,1,SHORT,,,,
981299268,164680,45002700,,1,SHORT,,,,
981299350,9862,1994500,,1,SHORT,,,,
981299462,152837,99989100,,1,SHORT,,,,
981299489,152837,99989100,,1,SHORT,,,,
981299508,152837,99989100,,1,SHORT,,,,
981299511,82800,3996000,,1,SHORT,,,,
981299534,152837,99989100,,1,SHORT,,,,
981299538,82800,3996000,,1,SHORT,,,,
981299585,82800,11061100,,1,SHORT,,,,
981299699,164680,45002700,,1,SHORT,,,,
981299767,25234,59999300,,1,SHORT,,,,
981299787,183035,25000000,,1,SHORT,,,,
981299830,164680,45002700,,1,SHORT,,,,
981299857,24971,5004400,,1,SHORT,,,,
981299927,164680,45002700,,1,SHORT,,,,
981299942,82800,3330200,,1,SHORT,,,,
981300099,152837,99989100,,1,SHORT,,,,
981300136,152837,99989100,,1,SHORT,,,,
981300142,160936,3226100,,1,SHORT,,,,
981300255,24756,6000000,,1,SHORT,,,,
981300328,152837,99989100,,1,SHORT,,,,
981300345,152837,99989100,,1,SHORT,,,,
981300396,25134,22413700,,1,SHORT,,,,
981300504,82800,1227400,,1,SHORT,,,,
981300552,164307,10003000,,1,SHORT,,,,
981300556,82800,1270300,,1,SHORT,,,,
981300582,164307,10003000,,1,SHORT,,,,
981300611,82237,6002600,,1,SHORT,,,,
981300722,6545,932000,,1,SHORT,,,,
981300811,152084,24995200,,1,SHORT,,,,
981300862,154775,12500600,,1,SHORT,,,,
981300872,152084,24995200,,1,SHORT,,,,
981301028,82800,103999300,,1,SHORT,,,,
981301053,106329,42411800,,1,SHORT,,,,
981301194,82800,1500000,,1,SHORT,,,,
981301209,164430,49650000,,1,SHORT,,,,
981301224,164430,49650000,,1,SHORT,,,,
981301389,82800,65426300,,1,SHORT,,,,
981301546,164459,6503400,,1,SHORT,,,,
981301651,81976,4593200,,1,SHORT,,,,
981301708,223116,13999900,,1,SHORT,,,,
981301764,82800,9939800,,1,SHORT,,,,
981301896,106433,10616200,,1,SHORT,,,,
981302049,82800,2229700,,1,SHORT,,,,
981302248,164458,14418400,,1,SHORT,,,,
981302317,82028,5452800,,1,SHORT,,,,
981302405,164499,1149500,,1,SHORT,,,,
981302499,116485,142232700,,1,SHORT,,,,
981302557,164478,15890200,,1,SHORT,,,,
981302704,164476,15005600,,1,SHORT,,,,
981302832,177798,20001400,,1,SHORT,,,,
981302896,164364,100003100,,1,SHORT,,,,
981303056,1730,9150900,,1,SHORT,,,,
981303063,164477,509919200,,1,SHORT,,,,
981303178,25363,3223200,,1,SHORT,,,,
981303189,166814,20562300,,1,SHORT,,,,
981303290,25014,400000,,1,SHORT,,,,
981303336,164362,10000000,,1,SHORT,,,,
981303402,7437,5694600,,1,SHORT,,,,
981303535,128891,30009800,,1,SHORT,,,,
981303652,164431,199400000,,1,SHORT,,,,
981303788,164432,99130000,,1,SHORT,,,,
981303811,188046,9950000,,1,SHORT,,,,
981303958,164275,194996100,,1,SHORT,,,,
981303995,82800,147000,,1,SHORT,,,,
981304108,24789,558900,,1,SHORT,,,,
981304199,25314,1898300,,1,SHORT,,,,
981304278,81975,33663000,,1,SHORT,,,,
981304384,24622,2004000,,1,SHORT,,,,
981304487,25365,2118100,,1,SHORT,,,,
981304611,25374,852000,,1,SHORT,,,,
981304704,37812,227669500,,1,SHORT,,,,
981304802,25368,800000,,1,SHORT,,,,
981304815,25368,800000,,1,SHORT,,,,
981304829,82800,77850000,,1,SHORT,,,,
981304913,106466,69240000,,1,SHORT,,,,
981305000,164531,80749700,,1,SHORT,,,,
981305006,25198,113943300,,1,SHORT,,,,
981305122,82800,27333700,,1,SHORT,,,,
981305151,166823,18406300,,1,SHORT,,,,
981305236,116502,57067100,,1,SHORT,,,,
981305358,15275,1204600,,1,SHORT,,,,
981305375,166833,49991500,,1,SHORT,,,,
981305509,25351,3229800,,1,SHORT,,,,
981305584,164492,24006800,,1,SHORT,,,,
981305720,164363,12002300,,1,SHORT,,,,
981305772,177806,17199500,,1,SHORT,,,,
981305801,159558,14586300,,1,SHORT,,,,
981305926,72146,397668200,,1,SHORT,,,,
981305959,177801,26103600,,1,SHORT,,,,
981305997,50451,1549900,,1,SHORT,,,,
981306072,177799,18332200,,1,SHORT,,,,
981306170,33371,1000000,,1,SHORT,,,,
981306285,90754,2570000,,1,SHORT,,,,
981306633,154845,5658200,,1,SHORT,,,,
981306671,101571,18887800,,1,SHORT,,,,
981306683,225464,185000000,,1,SHORT,,,,
981306696,106434,7313000,,1,SHORT,,,,
981306720,225464,185000000,,1,SHORT,,,,
981306866,24635,1119000,,1,SHORT,,,,
981306918,106291,262352800,,1,SHORT,,,,
981307243,121358,3268200,,1,SHORT,,,,
981310079,235508,69000000,,1,SHORT,,,,
981310264,82800,23899500,,1,SHORT,,,,
981310702,82800,7778700,,1,SHORT,,,,
981311338,25372,2984500,,1,SHORT,,,,
981311366,25372,2984500,,1,SHORT,,,,
981311390,25372,2984500,,1,SHORT,,,,
981311402,25372,2984500,,1,SHORT,,,,
981311421,25372,2984500,,1,SHORT,,,,
981311654,190939,27009900,,1,SHORT,,,,
981311677,190939,27009900,,1,SHORT,,,,
981311691,190939,27009900,,1,SHORT,,,,
981311717,190939,27009900,,1,SHORT,,,,
981311735,190939,27009900,,1,SHORT,,,,
981311969,25348,95000,,1,SHORT,,,,
981311991,25348,95000,,1,SHORT,,,,
981312008,25348,95000,,1,SHORT,,,,
981312024,25348,95000,,1,SHORT,,,,
981312041,25348,95000,,1,SHORT,,,,
981312051,25348,95000,,1,SHORT,,,,
981312305,161072,9999900,,1,SHORT,,,,
981312324,161072,9999900,,1,SHORT,,,,
981312345,161072,9999900,,1,SHORT,,,,
981312729,25341,1211000,,1,SHORT,,,,
981312752,25341,1211000,,1,SHORT,,,,
981312788,25341,1211000,,1,SHORT,,,,
981312815,25341,1211000,,1,SHORT,,,,
981312831,25341,1211000,,1,SHORT,,,,
981312851,25341,1211000,,1,SHORT,,,,
981312875,25341,1211000,,1,SHORT,,,,
981312891,25341,1211000,,1,SHORT,,,,
981313247,120077,1005800,,1,SHORT,,,,
981313406,154779,2568700,,1,SHORT,,,,
981313431,154779,2568700,,1,SHORT,,,,
981313654,160927,2228300,,1,SHORT,,,,
981313680,160927,2228300,,1,SHORT,,,,
981313863,154771,1850000,,1,SHORT,,,,
981314082,172265,19989600,,1,SHORT,,,,
981314103,172265,19989600,,1,SHORT,,,,
981314132,172265,19989600,,1,SHORT,,,,
981314337,154794,10000000,,1,SHORT,,,,
981314359,154794,10000000,,1,SHORT,,,,
981314573,82800,39845200,,1,SHORT,,,,
981314596,82800,39845200,,1,SHORT,,,,
981314634,113932,1000000,,1,SHORT,,,,
981314835,121107,6286800,,1,SHORT,,,,
981314940,116723,1000000,,1,SHORT,,,,
981315048,24900,699900,,1,SHORT,,,,
981315174,106734,808300,,1,SHORT,,,,
